track,tags
62840,"0,12,29,90,95,226"
64693,"1,144"
52130,"1,21,74,78,83,99,113,205"
32647,"0,20,105"
2010,"0,3,4,9,35"
37940,"1,11,21"
67353,"0,1,45,74"
37683,"23,26,173"
8366,"6,162"
26275,"1,76,82"
27393,"1,5,35,58,70,227"
41325,"0,14"
10280,"1,44,53,76"
32622,"1,109"
18697,"1,5,11,143,157,164"
1480,"0,1,87,129"
72467,"0,5,58,94"
40186,"9,23,198,246"
71406,"0,4,10,91,100"
23148,"1,12,50"
35690,"0,1,60"
48606,"1,11,37,50,210"
2675,"0,7,22,213"
8343,"1,5,75,96,176"
64822,"1,15,21,37,119,180"
71836,"0,31,88"
8083,"1,25,174"
60677,"0,28,31,40,51,149,247"
40564,"3,43,106"
11185,"5,58"
21864,"1,150"
13531,"2,6,24,177"
16302,"1,99,150"
59724,"1,5,6,11,64,70,74,118"
16770,"1,53"
26765,"1,109"
48967,"1,5,96"
42350,"1,78"
74049,"1,199"
23386,"5,127,185"
32488,"1,18,224"
66924,"1,29,66"
23855,"1,78,199"
72663,"3,19,200"
31606,"0,1,11,193"
51858,"0,33"
36437,"1,44,53"
53608,"0,90"
28482,"0,4,57"
29811,"43,183"
56624,"1,45"
21126,"1,44,53,82"
1718,"1,171,218"
14946,"0,126,181"
11366,"2,5,184"
26774,"0,10,22"
32132,"1,25,83,99"
33479,"3,23,160,234"
4951,"23,160,234"
38784,"1,18,223"
57273,"5,133"
66496,"1,11,12,21,110"
68056,"1,199"
64408,"1,2,6,9,15,23,25,74"
73884,"5,23,58,89,127,133,157,208"
41075,"1,18,21,99,144"
38196,"1,21,25,83"
64909,"0,20,111,222"
35388,"9,45"
4159,"1,2,12,54,157"
9506,"0,8,59"
45100,"1,6,11,15,70,167"
6904,"5,58"
69090,"1,5,99,219"
27889,"1,21,76,205"
76576,"1,171"
52441,"1,21,50,71,113,210"
14607,"0,20,193"
13239,"0,1,10,76,110"
71655,"5,43,195"
13166,"5,43,195"
49361,"1,92"
61449,"1,12,21,165,205"
21910,"1,9,123,141,178"
20993,"5,68"
10651,"0,4,8,12,31"
55263,"1,78,113"
54685,"1,11,54,87,108,110"
72389,"0,10,18,35,73"
21369,"1,18,223"
58820,"1,11,92,113"
1905,"0,14,16"
12547,"6,93"
35023,"5,104,127,157"
5718,"3,43,106"
75128,"0,3,22,28,30,31"
10307,"6,28,122"
34582,"0,8,9,28,47,51,69"
74433,"1,58"
40305,"1,12,37,174"
65149,"1,223"
20691,"1,78"
24475,"1,92"
75572,"0,14,16,79,125"
1421,"0,100"
3263,"3,19,106"
8572,"0,12,31,142"
13087,"1,9,32,85,155"
60830,"1,9,32,85,155"
54762,"0,156"
28931,"0,4,7,84"
3954,"1,74,219"
59547,"1,11"
58478,"6,23,151"
74864,"0,3,19,43,135,225"
72963,"1,5,9,12,54,55,58,102,185"
11274,"1,21,29,66,76,82"
25035,"0,166"
26310,"1,17,21,78"
72524,"0,4,7,16,97,100,140"
40281,"1,192"
59424,"0,2,3,19,38,135"
21340,"1,18,218"
59829,"43,121"
36513,"1,18,223"
573,"5,23,208,227"
73561,"0,100"
67619,"1,123"
34738,"1,53,205"
50983,"3,28,34,186"
33894,"0,49,153"
16717,"0,4,80"
37223,"0,2,27"
56528,"28,85,247"
6679,"1,2,9,13,161"
738,"2,179"
60618,"1,2,13,48"
28716,"1,113"
38160,"0,1,17,212"
21854,"0,1,49,62"
72727,"6,39,198"
22531,"1,11,54,87,108,178,242"
2012,"0,20,153"
22229,"0,193"
41658,"1,5,35,96"
59175,"1,165"
29096,"0,1,9,11,12,17,30,45,47,76,250"
65521,"1,5,12,54,96"
59010,"1,15,92,144,199,218"
2367,"3,9,32,124,198"
74796,"1,18,99,174"
42431,"2,6,28,36,194"
63035,"0,12,188,189"
36419,"1,2,5,9,17,41,62,104"
43210,"0,10"
30314,"1,119"
16760,"0,3,7,9,141"
66228,"9,23,47,173,198,207"
15534,"0,6,28,85,116"
74888,"1,13,82"
56461,"0,79,120"
55889,"1,2,26,27,38"
24536,"1,37,62,95,99"
10659,"2,184"
67882,"5,6,9,39,122,145,155"
25021,"1,113"
21375,"0,7"
47492,"0,14,79"
6921,"6,23,204"
63335,"1,11,17,210"
61844,"0,1,7,17"
16484,"6,28,122"
56115,"0,12,43,95,129,195"
5878,"0,18,97,189"
8966,"0,6,65,81"
61571,"1,2,5,254"
71222,"1,2,5,254"
19131,"0,60,217"
12239,"1,6,81,93,101"
24098,"0,114"
70603,"1,15,50,54,150,178,219"
57394,"28,221,251"
44710,"0,12,132,159"
7558,"1,11,12,219"
11883,"1,11,44,165,205"
1192,"1,5,12,63,123,141"
54834,"0,10,46,115"
42190,"0,4,14,16,49"
20852,"0,1,6,12,31,170"
58933,"1,11,12,50,98,138,192"
26778,"0,14,42,79"
69347,"1,21,29,66"
38405,"1,15,44,71"
37968,"0,65,189,216"
58398,"0,12,14,33,193"
42783,"2,23,24,26"
2662,"1,45,161"
18904,"1,2,6,9,13,32,47"
40501,"1,25,161"
10744,"1,11,82,190"
11030,"35,244"
6698,"0,114"
16949,"0,193"
20579,"0,3,7,19,23,207"
23598,"6,9,11,12,81,175,202"
34561,"1,44"
54398,"0,111,235"
11198,"43,121,137"
26509,"1,2,9,13,45,47,231"
72838,"1,229,237"
31293,"1,11,12,54,98"
3065,"1,11,92,113"
57828,"5,9,75,104"
20146,"0,30,148"
74945,"0,7,60,80,91"
63701,"6,93"
71489,"0,7"
29478,"5,133"
62464,"0,18,20"
68316,"2,5,9,32,55,68"
551,"1,44,76,205"
8543,"0,7,142"
33198,"0,31"
7085,"0,139,188"
27724,"6,23,24,134,177"
23809,"1,13,45,82,190,206"
26555,"0,14,65"
60635,"9,141"
73017,"0,100,132"
74952,"0,166"
35831,"0,4,6,154,209"
68410,"0,1,4,6,74,90,159,170"
32220,"1,11,82,190"
17286,"2,61"
31191,"1,6,161"
57365,"2,6,23,214"
59681,"0,28,168,186"
33071,"0,30,84,125"
64558,"6,43,121,201"
13241,"1,82"
74416,"3,236"
48608,"0,1,13,48,60,90"
22162,"1,2,12,13,27"
61972,"1,5,6,9,96,104,118,161"
55057,"0,10,60,156"
65313,"43,121,195,252"
6495,"5,58"
53002,"1,12,15,17,35,64,78,131,138,150"
34835,"1,2,17,25,41,92"
56911,"6,175,201"
39681,"5,75,157"
17246,"0,14,126"
14366,"0,12,97"
5154,"1,5,254"
9404,"1,58,242"
69658,"1,17,29,99"
1050,"1,78,199"
12395,"23,207"
56247,"1,18,224"
52569,"6,24,26"
58039,"3,6,124"
19916,"1,13,86,150"
12672,"1,6,11,239"
54970,"1,180"
67155,"0,3,90"
24657,"1,165"
64115,"0,3,19"
76237,"1,249"
22456,"0,1,11,12,31"
55895,"2,184"
66666,"0,1,11,29,87"
74099,"23,204"
57798,"0,1,2,4,7,27,77"
11843,"1,12,37,50,62"
3584,"0,10,14,16,139,140,216"
48072,"0,2,27"
56712,"0,79"
76620,"1,11,12,17,82,108"
2453,"0,20,56,107"
30538,"1,18,224"
63401,"2,6,9,101"
55795,"3,19,225"
29042,"1,13,48,87"
71526,"1,12,37,224"
30423,"1,6,11,29,97"
22747,"1,15,21,99"
17145,"1,3,6,72,106,151,177"
70572,"2,6,28,85,253"
46393,"1,37,174"
65970,"1,29,82,108"
53476,"1,11,15,25,64,83"
60186,"0,33,42"
1543,"0,49,94"
7807,"1,37,83,99,219"
54761,"1,25,249"
2316,"1,21,161,205"
56443,"0,38,176"
71005,"0,56,88"
65161,"0,7,10,57,211,213"
33154,"0,4,17"
64508,"1,5,63,150,190"
44912,"0,7,90,91,115"
15513,"2,179"
17273,"2,179"
61052,"2,179"
39617,"0,2,4,179"
59112,"1,2,179"
32130,"1,17,109"
44351,"0,1,7,15,209"
61642,"3,24,26,38,240"
73747,"0,126"
52688,"9,32,85"
44220,"23,35,73,112"
20741,"2,6,32,117,162"
74055,"0,16,88"
15034,"0,16,88"
73495,"0,2,179"
37827,"0,2,179"
68604,"1,5,17,35,53,58,71,143,157"
49950,"0,1,11,159"
18888,"1,17,92,218,249"
35705,"0,33,105"
51805,"1,21,165"
41762,"1,5,12,37,62,82,157,242"
16968,"2,51,86,155,240"
25531,"1,199"
28905,"0,1,12,21,60"
12158,"2,3,124"
20862,"1,12,135"
41213,"1,249"
56171,"6,158,215"
2408,"1,21,109"
43648,"2,5,9,55,202"
39157,"5,68,102,197"
37366,"2,5,58,75,89,127"
7182,"1,3,5,17,68,70,219"
38096,"23,169"
69530,"0,1,17,140"
33771,"1,11,82"
25314,"1,70,96,150"
52076,"0,16,31,115,128"
37161,"0,6,40,81,84"
76315,"1,109"
23597,"1,13,17,48"
46994,"0,14,42,105"
40039,"0,14,42,105"
39082,"5,58,102"
52332,"1,21"
12489,"3,147"
15233,"1,74,180"
27112,"0,40,255"
697,"2,179"
70445,"1,11,50,92,99"
37774,"6,81,93"
19250,"0,1,2,11,12,13,95,98"
14018,"2,5,75"
29303,"0,79,120"
60367,"0,142"
32583,"1,9,45,47,231"
28433,"1,18,50,99,144,174,192"
24399,"0,20,33"
4148,"5,63,68,118"
20987,"6,39,81,93,101,117,187"
43123,"1,25,53"
26785,"0,5,10,18"
23633,"1,11,50,98"
2520,"0,1,90,150,161,190"
74883,"1,3,6,25,70,123,243"
1866,"0,1,29,87,217"
42644,"0,2,30,32,65"
48847,"0,18,111"
42565,"0,20,65,97,111"
3681,"0,1,8,9,55,90"
19961,"3,6,43,121,160"
29924,"0,12,20,111"
57564,"1,11,12,72"
73796,"1,11,21,205"
63265,"1,11,21,205"
40755,"0,52,189"
64168,"0,14,88,153"
45529,"35,112"
71554,"0,49,212"
42100,"0,4,77,90,154"
19625,"1,12,29,220"
49000,"0,65"
50350,"1,21,37,99,122,131,144,249"
67938,"1,13,82"
17703,"0,4,16,216"
4681,"0,188"
32259,"43,183"
25411,"1,13,48"
36918,"1,71"
19325,"35,233"
34231,"0,4,56,97"
5932,"0,4,7,31,69"
38865,"1,9,44,45,198"
28357,"1,169,173,207"
59605,"2,3,27,38"
64829,"1,82,109"
29406,"0,1,12,15,22,30,31,239"
14495,"0,14,16,29"
58858,"1,21,25,44,92"
68071,"2,194"
38997,"0,8,16,59"
1116,"1,119,196"
62142,"0,8,16,100"
32066,"0,12,30,148"
20027,"1,5,9,23,35,47,64,96,112,160,198,207,233,246"
4907,"0,67,135"
51234,"1,96,164"
72233,"1,17,21,99,144"
54005,"1,192"
71362,"1,11,108"
3850,"43,137"
71496,"1,21,165"
50123,"0,16"
69891,"0,80"
44090,"1,11,110"
56876,"1,3,9,45,198"
13837,"0,6,43,81,183"
62415,"2,3,34,194"
45999,"0,2,46"
42831,"1,78"
32767,"1,99,144,205"
24202,"0,4,80"
20460,"0,1,2,7,12,17"
45094,"5,6,9,32,68,117,118"
9784,"6,39,170,175"
3253,"0,4,7,31"
60791,"1,50"
6177,"0,80,91"
4171,"1,62,157,164"
1302,"3,23,214"
37673,"23,173"
19649,"23,173"
19196,"0,29,67,128"
26328,"6,9,81,103"
43437,"2,61"
3195,"1,2,3,5,6,9,15,17,23,24,28,32,35,47,75,86,93,96,103,117,118,123,146,151,161,167,173,177,187,191,204,215,243"
24072,"1,13,17,66"
64733,"1,37,83"
57835,"0,3,4,19"
35485,"23,134,169"
15711,"0,20,65,132"
23841,"1,5,9,32,85,104"
74815,"0,31,56,88,149,153"
37240,"6,101"
18602,"0,10,46,114,166"
30399,"1,171"
58009,"2,6,24,26,122"
47991,"1,13,48"
16265,"1,6,12,43,183,201"
4633,"0,2,4,7,90,140"
66105,"1,5,23,58,109"
47453,"0,48,60,84"
66089,"0,10,57"
16461,"1,109"
59654,"3,6,39,200"
11870,"1,2,17,86"
59833,"1,12,18,21,174,178"
16354,"0,31,149,255"
49487,"0,126,181"
47575,"1,6,12,72,93,121,123,201"
8125,"0,4,30,84"
3426,"0,14,79"
48970,"9,47"
60523,"1,2,13,161"
52388,"0,60,217"
71114,"2,5,23,26,41,104,180"
18438,"1,37,62,245,249"
38293,"1,25,71,237"
76489,"6,35,73,112"
67892,"3,106"
38556,"1,12,29,37,62,99,138,171"
65624,"1,2,5,9,35,55,184"
2936,"3,147"
14050,"1,71,113"
2767,"0,2,3,4,7,11,19,27,31"
17872,"0,10"
38158,"35,143"
65159,"6,24,162"
47996,"6,39,93"
38187,"6,9,32,85,93,117"
33990,"0,20,111"
76092,"0,1,29,99"
26288,"0,48,115"
51532,"1,9,17,47,231"
19238,"1,17,87"
33591,"0,2,7,27"
12658,"0,110,159"
2353,"2,3,19"
40232,"0,188"
47267,"0,16,30,31,56,88,95,129,149"
15646,"0,94"
72081,"1,9,167"
44779,"1,2,24"
63979,"2,23,24,214"
15505,"1,25"
48769,"1,25,53"
65038,"1,3,78,92,131,199"
14210,"0,126,181"
58862,"1,11,15,50,54"
55532,"0,6,26,47,73,81,198"
1926,"1,37,78,83,199"
69973,"1,21,144"
75371,"1,12,21,83,110,205"
76529,"0,107,120"
12884,"1,21,66,144"
71316,"1,21,205"
44720,"1,17,50,144"
66841,"1,15,21,74,144"
20317,"1,25,237"
58705,"1,15,74"
52128,"1,71,76"
52940,"2,184"
21735,"1,11,12,28,44,165,168"
37674,"1,82,150"
38932,"0,80"
39827,"1,12,17,25,37,50,54,62,109,206"
27316,"1,37"
33891,"0,56,105"
42334,"1,44"
3630,"35,62,64,112,143,207,244"
58008,"1,203"
63003,"1,92,119,196"
60346,"1,11,165"
47910,"1,17,144"
18944,"1,15,50,54"
60915,"1,87"
18496,"1,43,195"
55726,"1,21,165,210"
13297,"0,20,188"
11084,"0,46,88"
68177,"0,46,114,142"
31844,"1,21,25,237"
44563,"0,56,193"
4096,"1,21,25,74,99,237"
34293,"0,56,88,140"
64676,"1,25"
73363,"1,21,25,74,123,144"
49571,"1,12,50"
71439,"5,68,133"
1839,"1,206"
36545,"0,14,56,126,193"
54827,"0,31,149"
40400,"0,1,11,12,70,129"
19398,"0,1,2,5,9,27,96,150"
49375,"0,142"
28906,"1,11,43,98,135"
2874,"0,16,125,163"
50646,"0,65,148"
6216,"5,58,70,157,164,254"
76050,"1,5,15,54,63,70,102,133,227"
2764,"1,50"
30152,"1,171"
49328,"5,58,127"
38744,"0,2,27"
22380,"0,107,120"
56348,"0,18,56,153"
49086,"0,18,56,153"
5419,"6,9,103,117"
36047,"2,179"
59204,"3,6,9,23,39,47,103,124,198,246"
62942,"1,12,242"
27246,"0,46,57,142"
76029,"35,64,112"
44282,"2,5,17,75,184"
32176,"1,11,44,72,82,150"
72903,"1,190"
63521,"1,11,12,15,37,50,144,237"
71394,"1,29,78,199"
10261,"0,2,7,77,154"
42002,"1,18"
15158,"0,7"
24000,"6,9,39,202"
41293,"0,33,111"
8082,"6,145,158"
40639,"1,249"
1553,"2,3,5,19,75"
19162,"0,14,56,88"
35073,"1,74,99,131"
71039,"1,17,82,87"
72680,"5,118,133"
55070,"1,12"
30485,"1,2,5,17,75,96"
29154,"0,1,4,11,12,30,31"
12897,"0,10,166"
44405,"0,1,66"
30565,"0,1,8,15,70,83"
17188,"1,11,12,110"
60439,"1,2,45,86,180"
35941,"1,2,179"
72690,"0,4"
11985,"0,142"
30030,"1,11,15,50,72,190"
8119,"0,1,2,5,11,12,13,17,18,37,50,80,90,111,138,192,223,224"
19009,"6,187"
43862,"0,2,3,8,9,23,32,124,228,234,246"
74719,"0,1,2,179"
27670,"2,41,61"
60648,"0,1,12,13,22"
2176,"0,24,26,51"
53312,"1,82,109"
72706,"0,46"
56634,"0,2,9,28,47"
44185,"43,183,195"
68505,"3,106,155"
52359,"5,89"
25318,"0,1,5,12,58,94,197"
75741,"0,14,79"
29421,"2,27,184"
49566,"1,74,157,164,245"
13780,"0,7,77,90,154"
62206,"0,31,51"
1759,"1,12,37,174"
6186,"3,9,23,47,134,169"
1525,"3,9,23,47,134,169"
11769,"0,10,97"
19316,"1,82,206"
16305,"5,6,63,118"
18132,"0,14,120"
32881,"28,182"
26241,"0,10,166"
27838,"0,115,253"
39979,"6,201"
17112,"0,105"
30246,"0,20,216"
19345,"5,68,118"
23405,"1,11,110"
46566,"43,137"
76636,"1,11,12,25,50,54"
63102,"0,128"
61557,"1,11,37,174,192"
46904,"1,115,219"
35806,"0,3,43,106"
1822,"1,192"
28930,"1,12,97"
39628,"0,235"
63131,"2,6,117,145"
58532,"0,52,65,110"
27907,"0,10,80,100,248"
65597,"0,33"
57128,"0,52,77,189"
59956,"2,6,39,101"
10525,"0,20,111"
26425,"0,33,189"
53688,"1,11,76,131"
8088,"0,16,163"
31460,"0,31,149"
71296,"1,5,50,54,96,138,190"
70683,"0,16,79,120"
50369,"6,158,187"
19322,"6,39,145,187"
70337,"6,175,201"
22457,"6,39"
22921,"1,5,35,96,157,244"
51542,"0,1,4,12,13,17,67,87"
51051,"0,111,235"
17293,"0,111,235"
18967,"0,20,188"
48023,"0,18,35,84"
74017,"0,3,51,59,147"
23657,"0,1,18,29,60"
9399,"1,64,144,165"
48995,"1,2,19,90,154"
75530,"1,2,27,154"
75967,"0,4,16,149"
62785,"1,15,50,99,206"
8626,"1,2,27"
13590,"1,2,13,86,161,203"
65791,"1,25,45,190"
10191,"1,43,72,137"
2419,"0,139"
10533,"1,3,11,19,108"
50018,"0,73"
72831,"35,143,244"
26021,"0,4,7,10,30,60,97,100,140"
67263,"0,10,16,46"
13955,"5,68,75,118,185"
57065,"1,157"
51433,"0,2,26,213"
76458,"1,2,15,51,209"
38543,"1,223"
10166,"2,6,8,9,23,45,81,103,151"
18943,"0,56,88,153,189,222"
5998,"6,9,47,103,117"
65731,"2,179,184"
60447,"1,58,190"
17074,"1,9,17,45,47,161,231"
34236,"1,5,96"
40339,"0,52,77,189,193"
59032,"0,20,33,120,193"
73448,"1,9,45,47"
32235,"0,4,16,40,130"
47050,"1,11,12,17,70,97,108,206"
33113,"28,186,221,251"
72544,"0,111"
67843,"5,17,68,75"
15845,"43,121"
25575,"0,4,7,115"
7530,"1,6,11,12,48"
63441,"1,92,131,220"
38808,"1,15,64"
33617,"0,1,2,4,150,154"
57058,"0,7,31,46,57"
21468,"0,8,40,69,140"
354,"0,2,36,67,95"
49241,"2,26,61"
4725,"2,3,155"
46015,"0,166"
17227,"1,5,29,54,58,68,96,164"
44907,"0,1,7,154"
56843,"1,25,249"
70753,"2,3,19,63,72,101"
42337,"1,11,229"
17556,"6,9,39,117,155,198"
66035,"0,12,139"
51132,"0,1,82,217"
40442,"0,10,80"
63376,"0,1,17,28,29,67,82,90,150,190,212,217,243"
49721,"0,31,56,88"
4090,"1,37,62,64,108,172,174"
55645,"1,37,62,64,108,172,174"
10783,"0,6,28,40,182"
40477,"0,20,65,189"
75444,"0,6,65,81,188"
40120,"1,5,54,164"
61389,"5,6,9,55,68,118"
27952,"0,6,81,116"
18149,"0,12,20,33,65,84,95,188,193,212"
70217,"0,10,111,222"
11780,"0,1,4,6,31,52,70,90,159"
67803,"43,121"
25045,"1,18,224"
48108,"0,20,235"
55531,"3,19,23,134,169,202,204"
75433,"2,27"
15298,"1,199"
47099,"0,3,135,248"
76474,"1,25,62,109"
36517,"1,192"
6831,"2,184"
41429,"2,184"
35700,"1,15,165"
68009,"1,2,86,184"
32031,"5,63"
26696,"1,11,21,165"
20470,"1,190"
16972,"1,13,87"
56840,"0,153"
1145,"0,56"
17800,"0,2,3,19,27,154"
23852,"0,1,67,135"
75682,"0,3,22"
45990,"1,11,205"
56505,"2,23,208"
44883,"0,1,2,5,52,58,80,97,100,179,185"
5953,"1,6,123,178"
64056,"5,58,89,102,127"
45562,"0,94,216"
9136,"0,142"
44284,"5,89"
74961,"0,49,65,139"
51849,"1,43,108,135,225"
3230,"5,133"
31134,"5,63,118,133"
29067,"6,201"
71499,248
11321,"0,10,217"
28124,"35,143,244"
42499,"0,94,216"
28883,"0,91,156"
42146,"0,3,43,87,135,137"
30874,"0,8"
49754,"28,182"
19366,"0,1,33,108"
47165,"0,16,128"
8801,"0,33,105,120"
30842,"0,7"
19170,"0,65"
70635,"1,71"
21503,"0,140"
57052,"1,21"
59433,"3,34"
59246,"0,2,27,31,57,60,154"
60515,"0,1,14,33,95,108"
10109,"1,5,18,89,97,197,206,220"
66465,"0,1,29,212,217"
68433,"0,1,12,15,58,65,188,206"
48434,"0,20,126"
25927,"1,2,5,185"
35685,"1,11,12,29,50"
38712,"6,145,158"
13159,"0,56,88"
73083,"0,235"
71825,"1,21,29,37,50,66,83,144,174"
17533,"0,10,28,57,114"
1777,"0,10"
23696,"0,1,84"
32966,"0,16,128"
50970,"5,58,197"
31282,"0,28,40,168"
58676,"1,21,144,218"
13198,"1,44,165,205"
58151,"0,20,56,120"
28720,"0,10,212"
48421,"0,2,7,8"
2395,"2,5,9,75,85"
55605,"0,20,46,216"
52352,"0,20,46,216"
3108,"1,64"
15381,"43,183"
5779,"1,171"
12828,"0,1,62,82,212"
61737,"0,1,62,82,212"
38970,"1,18,224"
56120,"43,240"
7402,"0,42,216"
35638,"1,5,35,37,64"
55493,"0,30,149"
54771,"0,154"
45852,"9,23,35,73,246"
53048,"1,37,245"
54828,"2,26,41"
74627,"1,15,123,239"
30061,"0,10,128,136"
64088,"0,10,217"
31947,"0,3,22,43,225"
65365,"0,193"
59399,"1,180"
69799,"1,50,74,174,192"
71021,"0,6,101,209"
9918,"0,163"
55354,"0,18"
66758,"0,33"
40144,"0,235"
68682,"0,8,38,43,137,148"
55180,"1,11,110"
48858,"0,189,193"
72100,"0,212"
61576,"0,6,23,31,81,116,151,246"
53385,"2,3,124"
10269,"1,119,196"
951,"1,2,12,13,29,97,220,242"
60313,"5,164"
2654,"0,6,7,116"
13732,"1,21,29,66,87"
58655,"0,1,48,72,90"
71319,"0,20,111,235"
27583,"0,20,111,235"
27160,"6,158,177"
42486,"6,24,26,145,187,241"
19660,"0,46"
51700,"28,186"
27873,"6,39,187"
15896,"28,186,251"
73014,"0,16,40,128"
30885,"0,14,128"
70498,"2,9,26,117"
68645,"6,215,241"
19029,"1,119,250"
54182,"6,145,215"
53256,"0,12,48"
65487,"1,5,17,25,35,104,191"
58057,"0,4,211"
51744,"6,39,81"
15828,"5,68"
13552,"6,23,101,177"
28589,"5,35,143,227"
55599,"0,16,30"
22429,"0,8,95,209"
22709,"1,3,25,124,131,167"
62193,"3,238"
64445,"6,145,241"
66121,"0,8,46,69"
57720,"6,81,145,215"
65657,"6,81,145,215"
46966,"0,69"
43087,"0,91"
48241,"2,8,26"
22120,"0,57,84,95"
17359,"1,11,12,54"
58724,"6,28,117"
69585,"0,14,16,46"
52808,"35,73,112"
30905,"2,5,104,127"
41535,"1,3,11,43,54,183,225"
26455,"0,1,2,8,86,239"
29168,"2,3,61"
57819,"2,3,61"
28778,"0,59,69"
51166,"5,254"
11385,"0,4,10,22,84"
37019,"3,34,59"
38842,"0,69"
13342,"0,107"
21295,"0,49"
21808,"35,143,244"
66969,"0,8,9,22,32,40,59,69,130"
37981,"6,81,103,145,201,215"
39406,"0,4,140"
44919,"0,9,32,47"
3337,"2,6,23,101,234"
44407,"2,6,23,101,234"
44347,"0,16,30,65,120"
74432,"2,24,43,121"
38155,"6,9,45,103"
2655,"0,59,69,140"
68189,"1,2,9,28,41,55"
334,"1,7,12,17,82,97,206,223"
12197,"2,9,24,26,32,55,85,155"
59080,"0,8,69,163"
58160,"0,8,213"
6892,"2,6,9,24,26,85,101,117"
72666,"23,169"
45782,"0,1,15,22,51,74"
4846,"1,2,35,41,99,219,227"
12123,"1,17,25,92,178"
6861,"0,9,16,23,35,94,226"
54726,"23,169,204"
17232,"6,28,251"
62503,"0,7,211"
5223,"0,4,8,91,115"
8665,"0,42,152"
63452,"1,11,21,25,99"
35686,"0,2,8,48,115"
66369,"6,23,39,158,177"
46115,"9,32,85"
58101,"2,23,134,169"
52040,"0,8,46"
10905,"1,92,119,223"
11346,"1,21,83"
38469,"1,5,35,54"
73735,"3,236"
62941,"3,124,155"
46249,"0,30,69"
39071,"0,2,26,213"
5282,"0,1,8,9,70,141"
40430,"6,101,162"
18665,"1,2,3,5,9,13,25,32,55,86,124,141,198"
34558,"5,89"
55213,"1,6,15,44,123,243"
70880,"1,6,12,123,243"
15825,"6,39,175"
66937,"6,101,122"
70879,"0,3,9,28,32,40,155,247"
52285,"0,1,5,7,9,13,15,25,99,167"
17114,"0,2,8,51"
44492,"0,1,2,5,12,185"
45178,"0,8,22,30,31"
50185,"0,14,18"
38082,"35,73,112,233"
19955,"0,18,29,42"
68236,"1,15,92,218"
35547,"1,6,70,167"
45778,"35,143"
25215,"6,39,201"
76252,"0,1,2,5,8,10,13,17,75,115"
54680,"0,7,8,80"
12503,"2,24,209"
8660,"0,8,69"
39785,"0,23,134,169"
14443,"0,2,8,24,51"
46053,"2,36,252"
71898,"0,1,7,211"
76547,"5,35,68,96,143,227,244"
32787,"43,195"
59297,"0,2,8,13,48"
24465,"6,9,32,93,117"
4545,"0,4,38,140"
9223,"1,35,44,191"
41165,"0,4,10,23,35,64,73,112,244"
33803,"1,25,239"
64241,"6,28,93,112,169"
50326,"9,32,186"
38766,"1,48,72"
30261,"0,3,6,43,81"
46564,"6,145,215"
47384,"0,2,8"
26744,"0,6,81,163"
14003,"0,4,7,211"
31723,"0,4,5,9,32,118"
53932,"2,3,5,104"
74949,"0,8,115"
31185,"6,81"
17239,"0,79"
70799,"6,39,122,162"
29878,"0,8,163"
669,"2,26"
595,"0,139,153,222"
46057,"0,36,46"
53986,"6,215"
56900,"35,143,146,244"
42878,"5,89"
71013,"0,4"
52125,"1,5,13,17,157,227"
28984,"0,5,8,9,32,141"
47540,"1,119,196,218"
38217,"6,93"
16486,"6,101,122,162"
31537,"9,32,55"
12322,"0,4,6,28,74,123"
70159,"6,158"
40065,"3,34"
14956,"2,5,6,9,26,55,75,103"
70259,"2,24"
18442,"23,214"
32154,"0,4,48"
17005,"1,2,13,41,119"
42610,"1,2,35,41,119,191,196"
38700,"0,8,22"
26089,"0,3,34,59"
16697,"9,55"
27711,"0,2,8,9,13,32"
39388,"0,4,140"
30164,"2,3,36"
35274,"0,2,69,130"
14617,"5,89,127"
20226,"5,68,118"
46020,"2,6,39,101"
26566,"0,16,140"
65077,"23,173"
21141,"6,117,122,162"
67702,"2,23,41,160"
17835,"23,173"
28582,"0,6,122,209"
22979,"5,68,230"
56453,"9,32,45,47"
48833,"2,23,26,246"
55723,"0,28,40,69"
30077,"35,146,191"
1094,"0,4,7,46"
43916,"5,89,254"
70810,"0,2,8,26"
43531,"0,4,67,107"
51128,"2,23,234"
54584,"5,17,118,164"
58219,"1,2,3,11,43,106"
56932,"2,24,194"
75147,"1,5,23,180"
7670,"0,1,13,48"
14585,"9,55"
41697,"0,105"
601,"0,7"
2569,"0,2,36,253"
20103,"1,5,6,9,15,32,47,118,167"
74207,"5,9,55,75"
22533,"0,9,32,85,194"
48672,"3,238"
29014,"6,9,103"
25640,"3,9,155"
4827,"6,81,103,117,151,162"
76190,"1,2,9,13,32,45,85"
34352,"2,6,23,24,26,158,169,177"
20548,"5,102,133"
865,"1,2,9,15,35,45,48,64,74,112"
16543,"6,122"
46997,"0,40,69"
27434,"2,9,15,32,55"
35992,"6,35,103,112"
19255,"6,145"
14259,"1,99,174"
63302,"0,16,28,40,46"
7099,"0,8,30,31"
70529,"6,35,73,81,233"
39736,"5,15,35,143,227,244"
38871,"0,7,57"
54816,"2,6,23,36,117,151"
69026,"1,37,70,167"
65335,"0,8,23"
46407,"0,1,4,5,13,75,227"
22622,"9,32,85"
56252,"1,17,218"
62715,"5,9,47,75"
35084,"2,24,36,252"
73155,"1,2,17,71,113,219"
70017,"0,94"
76645,"0,2,8,13"
34294,"2,3,26,155"
44004,"1,2,13,25,45,119"
48309,"0,1,2,6,9,103,141"
